ArtefactID,Object,SiteName,Country,Length,BladeWidth,ButtWidth,MaxThick,Weight
ID8058,adze-chisel (palstave),North Owersby,England,146,16,16,25,165
ID8059,adze-chisel (palstave),"Belton, Sandtoft",England,124,23,9,23,120
ID11182,axe-chisel (flanged),Southwick,England,67.26,28.87,16.45,9.37,55.8
ID859,axe-chisel (flanged),Salhouse,England,77.5,29,13,14,85
ID1317,axe-chisel (flanged),Penllyn (community),Wales,79.9,25.6,13,10.9,56.8
ID1609,axe-chisel (flanged),Nether Wallop (parish),England,49.2,14.8,5.5,3.8,7.91
ID11569,axe-chisel (flanged),Lympstone (parish),England,64.9,25.1,18.2,10.7,78.52
ID4797,axe-chisel (flanged),Longmanhill,Scotland,95,28,19,14,95
ID1695,axe-chisel (flanged),Langham (parish),England,92.4,34.82,16.9,14,123.69
ID11143,axe-chisel (flanged),Blakenhall,England,116,44.8,24,27.2,151.3
ID939,axe-chisel (flanged),Barrington,England,61,32,17.5,16,76.4
ID8400,axe-chisel (flanged/palstave),Netherhampton (Salisbury hoard),England,82,20,14.5,12.5,62.5
ID2867,axe-chisel (flanged/palstave),"Ilsington, Horridge Common",England,129,28,22,18,152.5
ID9870,axe-chisel (flanged/palstave),Codford (parish),England,71.6,18,10.6,12,28.65
ID636,axe-chisel (flat),"unprovenanced, Caithness?",Scotland,102,43,21,9,140
ID1431,axe-chisel (flat),Stourpaine (parish),England,93.38,36.84,15.4,6.12,71.22
ID308,axe-chisel (flat),Port Murray (The Maidens),Scotland,90,31,19,6,70
ID309,axe-chisel (flat),Port Murray (The Maidens),Scotland,95,42,16,6.5,110
ID11094,axe-chisel (flat),Newton Poppleford and Harpford,England,91.9,38.7,17.5,8.2,113
ID11097,axe-chisel (flat),Maer,England,48.7,19.7,8.8,5.6,18.5
ID1485,axe-chisel (flat),Kirkham (parish),England,90,36,9,7,86
ID11577,axe-chisel (flat),Hyde Lea (parish),England,46.5,21.1,11.9,6,23.5
ID1404,axe-chisel (flat),Halkyn (community),Wales,95,39,16,6,82.3
ID9831,axe-chisel (flat),Goole Fields (parish),England,71.2,29.7,17,7.4,55
ID9817,axe-chisel (flat),Froxfield (parish),England,76.7,28.8,9,5.2,38.71
ID9809,axe-chisel (flat),Fressingfield (parish),England,70.57,32.11,14.5,8.8,59.74
ID1726,axe-chisel (flat),"Farnham, Green Lane Sewage Works",England,76,34.7,14,7.2,66
ID1512,axe-chisel (flat),Edwinstowe (parish),England,75.7,30.7,15.5,5.5,45.96
ID11095,axe-chisel (flat),Eccleshall,England,80.7,34.3,17.1,8.6,77.7
ID11093,axe-chisel (flat),Cullompton,England,83.1,29.9,14.9,5.6,46.5
ID11102,axe-chisel (flat),Combpyne Rousdon,England,66.3,19.4,19.4,5.3,68.7
ID8896,axe-chisel (flat),Coity Higher (community),Wales,110.6,44.6,14.8,6.1,84.4
ID11605,axe-chisel (flat),Broadwindsor (parish),England,61.28,24.92,11,8.5,48.54
ID8901,axe-chisel (flat),Bontnewydd (community),Wales,73.4,33.6,16,7.3,61.7
ID1422,axe-chisel (flat),Bonby (parish),England,71,32,14,4,39.9
ID8991,axe-chisel (flat),"Bedlinog, Gelligaer Common",Wales,74,32,18.5,7,61.3
ID651,axe-chisel (flat),Atwick,England,72,32,16.5,7.5,71
ID1557,axe-chisel (flat),Aikton (parish),England,76,33,18,5,63.07
ID11817,axe-chisel (flat)?,Deighton,England,79,32,15,14,78
ID1318,axe-chisel (flat/flanged),Westham (parish),England,63.7,28.7,11,6.7,38.3
ID1319,axe-chisel (flat/flanged),Rudgwick (parish),England,67.8,31.4,15.7,9.4,63.79
ID736,axe-chisel (flat/flanged),"Mildenhall, Holywell Row",England,65,29.5,14,7,33.3
ID852,axe-chisel (flat/flanged),"Llanddyfnan, Ty?ôn-y-pwll",Wales,79,26.5,13,5.5,33.4
ID6735,axe-chisel (flat/flanged),Lakenheath,England,98.5,27.3,12.5,7.3,64
ID1437,axe-chisel (flat/flanged),Horton-cum-Peel (parish),England,65,22.5,15,6.5,42.9
ID1324,axe-chisel (flat/flanged),Hemingby (parish),England,83,37.1,19.7,6,87.4
ID1479,axe-chisel (flat/flanged),Goldsborough (parish),England,73.13,31.06,19,10.24,76.65
ID823,axe-chisel (flat/flanged),Firle,England,69.5,22.5,15,5.5,28.3
ID1368,axe-chisel (flat/flanged),Egton (parish),England,109.1,35.9,17.8,9.9,123
ID878,axe-chisel (flat/flanged),"Congleton, Padgbury Lane, Padsbridge Farm",England,84,28,17.7,8.5,75
ID11231,axe-chisel (flat/flanged),Colyton,England,75,34,18,8,90.4
ID1302,axe-chisel (flat/flanged),Clint (parish),England,87.6,39.1,21.5,9.3,101
ID11667,axe-chisel (flat/flanged),Chippenham Without (parish),England,78,32,17,10,80.89
ID11666,axe-chisel (flat/flanged),Chippenham Without (parish),England,77,36,19,10,77.67
ID9788,axe-chisel (flat/flanged),Catton (parish),England,66.3,28.6,19.8,8.2,63
ID11064,axe-chisel (flat/flanged),Abergwili,Wales,89.7,35.8,15,12,121.98
ID10976,axe-chisel (lugged),"Albury, Farley Heath",England,121,16,16,8,79.8
ID9775,axe-chisel (palstave),Rowlands Castle (parish),England,74.5,19.9,14.9,13.2,46.69
ID2464,axe-chisel (palstave),Cricket St Thomas (parish),England,113.8,29.8,18.5,18.2,171
ID6784,axe-chisel (palstave),"Bignor, Westburton Hill",England,158,28,16,20,186
ID5463,axe-chisel (palstave),"Albury, Farley Heath",England,113,28,18,15,136.97
ID4934,axehead (flanged),York (near),England,142,51,19,35,385
ID1633,axehead (flanged),Wymondham (parish),England,99,45,19.3,12.7,138.3
ID6237,axehead (flanged),"Wybunbury, Bridgemere Wildlife Park",England,116,60,25,20.8,344.3
ID6239,axehead (flanged),"Wybunbury, Bridgemere Wildlife Park",England,158.5,82,25,17,455.8
ID6238,axehead (flanged),"Wybunbury, Bridgemere Wildlife Park",England,148.5,88,24.7,17.8,424.2
ID11279,axehead (flanged),Wrotham,England,172,69,24.5,31,500
ID1179,axehead (flanged),"Woodmansterne, Smitham Downs (400 feet from Brighton Road)",England,107.5,57.5,20.5,13,170
ID6190,axehead (flanged),"Wolverton, 3 Stacey Avenue",England,100,58.7,20,24,169.1
ID4962,axehead (flanged),"Witch Hillock, Rhynie",Scotland,129,46,23,37.5,340
ID1640,axehead (flanged),Winterbourne Stoke (parish),England,122.85,74.45,26,16.65,267
ID11637,axehead (flanged),Winterborne St. Martin (parish),England,94.52,43.79,19.5,12.54,132.07
ID11594,axehead (flanged),Winston (parish),England,80.84,46.98,18.52,12.27,105.8
ID4785,axehead (flanged),Windshiel Duns,Scotland,143,51,22,35,340
ID6470,axehead (flanged),Winchester (near),England,68,32.2,18,12.2,67.3
ID1232,axehead (flanged),"Wiggenhall St Mary Magdalene, Wiggenhall Fen",England,147,41,19,17.5,241
ID6234,axehead (flanged),Wicken Fen,England,151,67,24,26,343
ID1007,axehead (flanged),"Whittington, Ebnal",England,122.5,70,21,19.5,407.1
ID1228,axehead (flanged),"White Sheet Hill, Berwick St John",England,95,53,14.5,13,125
ID4510,axehead (flanged),Whaley Bridge (parish),England,122.58,58.01,24,22.58,335
ID11145,axehead (flanged),Whaley Bridge,England,120,80,14,15,272
ID734,axehead (flanged),Weymouth (near),England,87.5,44.5,17.5,9,74.7
ID6772,axehead (flanged),"Weybridge, Wey Weir",England,160,65,27,28,433
ID1226,axehead (flanged),"Westbury-on-Trym, Coombe Dingle",England,96,51.5,18.5,15,135
ID1225,axehead (flanged),"Westbury-on-Trym, Coombe Dingle",England,129,68.5,23.5,14.5,305
ID1224,axehead (flanged),"Westbury-on-Trym, Coombe Dingle",England,142,84,24.5,17,375
ID6275,axehead (flanged),"West Longstone, Blake Low",England,187,113.5,28.5,26.5,737
ID4925,axehead (flanged),"West Glenbuck, Muirkirk",Scotland,152,60,21,36,460
ID761,axehead (flanged),West Drayton Railway Station,England,149,91.5,28.5,21.5,507.4
ID8893,axehead (flanged),Wenvoe (community),Wales,108.8,47.9,21,17.5,182.4
ID1221,axehead (flanged),Welney,England,100,44,28,15.5,167
ID1338,axehead (flanged),Wellow (parish),England,53.5,28.55,9.5,7.2,28.78
ID4876,axehead (flanged),Watton,England,147,66,23,43,510
ID4944,axehead (flanged),Watten,Scotland,129,55,21,37,370
ID6242,axehead (flanged),"Wallasey, Liscard, Zig-Zag Road",England,174,84,30,30,297.67
ID921,axehead (flanged),"Wakefield (2.75 miles NW of), Stanley, Lakelock",Wales,121,46,23,32.5,225
ID11106,axehead (flanged),Wacton,England,91.5,52,15,13,128.12
ID1735,axehead (flanged),"Veryan, Treviskey",England,129.6,47.2,23.8,18.6,316
ID4764,axehead (flanged),"Upper Dorneath, Glass",Scotland,150,52,24,30,395
ID1588,axehead (flanged),Up Holland (parish),England,145,56,25,26,443.1
ID11574,axehead (flanged),Unstone (parish),England,121,53,24,36,351
ID6853,axehead (flanged),"unprovenanced, Yorkshire",England,95,36.5,19.5,25,142
ID4793,axehead (flanged),"unprovenanced, Yorkshire",England,154,45,23,41,451
ID4986,axehead (flanged),"unprovenanced, Yorkshire",England,149,54,26,35.5,454
ID6846,axehead (flanged),"unprovenanced, Yorkshire",England,166,57,26,43,497
ID4959,axehead (flanged),"unprovenanced, West Scotland",Scotland,130,39,21,26,265
ID4930,axehead (flanged),"unprovenanced, West Highlands",Scotland,170,56,28,37.5,780
ID4787,axehead (flanged),"unprovenanced, South Scotland",Scotland,135,45,23,35,340
ID6706,axehead (flanged),"unprovenanced, Shropshire (Oswestry)?",England,136,66.5,18,21,447
ID4796,axehead (flanged),"unprovenanced, Scotland",Scotland,87,25,15,23,90
ID4815,axehead (flanged),"unprovenanced, Scotland",Scotland,109,30,19,26,140
ID4834,axehead (flanged),"unprovenanced, Scotland",Scotland,100,36,15,27,150
ID4788,axehead (flanged),"unprovenanced, Scotland",Scotland,125,40,20,29,180
ID4782,axehead (flanged),"unprovenanced, Scotland",Scotland,116,44,19,30,180
ID4911,axehead (flanged),"unprovenanced, Scotland",Scotland,115,44,20,39.5,290
ID4836,axehead (flanged),"unprovenanced, Scotland",Scotland,140,52,23,40,470
ID4961,axehead (flanged),"unprovenanced, Scotland",Scotland,139,54,27,38,420
ID4773,axehead (flanged),"unprovenanced, Scotland",Scotland,144,57,26,31.5,410
ID4976,axehead (flanged),"unprovenanced, Scotland",Scotland,142,60,21,29,475
ID4933,axehead (flanged),"unprovenanced, Scotland",Scotland,152,67,28,40,510
ID10763,axehead (flanged),"unprovenanced, River Thames",England,126,46,25,37,321.2
ID4761,axehead (flanged),"unprovenanced, Refrewshire",Scotland,120,51,27,22,270
ID4931,axehead (flanged),"unprovenanced, Perthshire",Scotland,165,50,17,41.5,650
ID1120,axehead (flanged),"unprovenanced, Norfolk",England,84.8,46,20.3,14.5,117.3
ID858,axehead (flanged),"unprovenanced, Norfolk",England,112.5,59,24,20,277
ID6321,axehead (flanged),"unprovenanced, East Yorkshire",England,98,48,25,31,217
ID1211,axehead (flanged),"unprovenanced, Devon",England,87.5,46,17.5,12.5,105.1
ID4910,axehead (flanged),"unprovenanced, Berwickshire",Scotland,130,57,24,39.5,360
ID3993,axehead (flanged),"unprovenanced, Ayrshire",Scotland,145,59,23.5,34,510.3
ID4864,axehead (flanged),"unprovenanced, Aberdeenshire",Scotland,104,24,18,23,220
ID4811,axehead (flanged),"unprovenanced, Aberdeenshire",Scotland,99,32,21,23,100
ID4967,axehead (flanged),"unprovenanced, Aberdeenshire",Scotland,85,37,19,30,160
ID4964,axehead (flanged),"unprovenanced, Aberdeenshire",Scotland,136,45,21,34,310
ID4971,axehead (flanged),"unprovenanced, Aberdeenshire",Scotland,118,50,21,27.5,270
ID4838,axehead (flanged),"unprovenanced, Aberdeenshire",Scotland,130,53,27,39,370
ID4767,axehead (flanged),"unprovenanced, Aberdeenshire",Scotland,143,54,26,37,395
ID4954,axehead (flanged),"unprovenanced, Aberdeenshire",Scotland,127,55,24,29,360
ID4809,axehead (flanged),Ulrome,England,116,39,21,34.5,198
ID4804,axehead (flanged),Ulrome,England,142,52,10,35,318
ID1009,axehead (flanged),"Twickenham, Eel Pie Island (River Thames)",England,101.5,57,18.5,13,147.9
ID9716,axehead (flanged),"Trecenydd and Energlyn, Hendrenny, Penyrheol, 35 Narberth Close",Wales,111.3,60.1,19.1,18.3,229.9
ID6449,axehead (flanged),Trawsfynydd,Wales,158,58,26.5,28,479
ID4814,axehead (flanged),Tomnaverie (Coull),Scotland,114,42,21,38,240
ID4770,axehead (flanged),"Timpendean Farm, Jedburgh",Scotland,142,44,21,24,270
ID4765,axehead (flanged),Tillicoultry,Scotland,155,65,25,34,470
ID3939,axehead (flanged),Thorpe Constantine (parish),England,134.1,73,26.6,23.3,400
ID3932,axehead (flanged),Thormanby (parish),England,143.77,44.26,23,38,321
ID11644,axehead (flanged),Thormanby (parish),England,154.9,74.9,27.2,33.1,530
ID3931,axehead (flanged),Thonock (parish),England,157.18,56.4,22.5,31,430.7
ID4951,axehead (flanged),Thixendale,England,116,41,16,32,263
ID6771,axehead (flanged),Thames Ditton,England,160,57,24.5,40,503
ID777,axehead (flanged),Temple Sowerby,England,156,53,17,40.5,391
ID993,axehead (flanged),"Teignmouth, 2 Coombe Vale",England,79.6,43.9,20.7,17.5,141
ID10242,axehead (flanged),Taynuilt,Scotland,150,42,26,31,332.7
ID887,axehead (flanged),"Swanton Morley, Greengate, Deran",England,82.7,36.5,13.2,12,84.7
ID1663,axehead (flanged),Swannington (field SW5),England,84.5,37.6,15.2,8.7,66.05
ID4883,axehead (flanged),Sutton upon Derwent,England,145,53,29,36.5,425
ID1190,axehead (flanged),Stow-cum-Quy,England,85,47,16,13.5,117
ID4921,axehead (flanged),"Stoneykirk, Caldonshill Farm",Scotland,139,52,20,35,375
ID4907,axehead (flanged),"Stonefield House, Tarbert, Loch Fyne",Scotland,100,36,22,27,210
ID1732,axehead (flanged),"Stoke St Michael, Walltyning Plantation",England,137,53,26.5,25,328
ID11089,axehead (flanged),Stirton with Thorlby,England,153,54.1,23.2,35.4,426
ID4874,axehead (flanged),Staxton,England,129,51,23,38,326
ID743,axehead (flanged),"Staunton (Stanton), Forest of Dean",England,122.5,74,20,20,356.7
ID818,axehead (flanged),"Stanley Ferry, Smalley Bight Farm (River Calder)",England,123,50,21,33.5,278
ID4987,axehead (flanged),Stair Estates,Scotland,130,50,21,29.5,340
ID1733,axehead (flanged),St Columb Major,England,107.8,36,24,29.9,278
ID410,axehead (flanged),"Southleigh, Cross Dyke and Blackbury Camp (near)",England,116,58,25,8.5,205
ID974,axehead (flanged),"South Cadbury, Cadbury Castle",England,104.5,61.5,23,15.5,197
ID4912,axehead (flanged),Snape Castle,England,117,55,30,39.5,271
ID4936,axehead (flanged),"Slattadale, Loch Maree",Scotland,143,42,20,22,220
ID4694,axehead (flanged),"Skye, Broadford Bay",Scotland,117,52,23,26,250
ID945,axehead (flanged),"Shrewsbury, Battlefield",England,149,73,30.5,27,545
ID10960,axehead (flanged),Shouldham Thorpe,England,105,62,17.5,14.5,150.27
ID11276,axehead (flanged),Shere,England,99.2,56.4,17.5,13,141.65
ID1617,axehead (flanged),Sherburn in Elmet (parish),England,112,52,20,15,247
ID4806,axehead (flanged),"Sheffield, Cowper Avenue/Doe Royd Crescent",England,160,56,25.5,39.5,386
ID6481,axehead (flanged),"Shedfield, Black Horse Lane",England,98,42.5,20,14,156
ID4935,axehead (flanged),Settrington,England,162,47,23,34.5,465
ID4825,axehead (flanged),Sessay (near),England,147,51,29,39.5,397
ID3273,axehead (flanged),Scarborough (near),England,143,50,22,36,440
ID1130,axehead (flanged),Sawston Papermills,England,113.5,63,17.5,20.5,266
ID4711,axehead (flanged),Savoch (Savock) Farm,Scotland,138,42,20,39,310
ID1309,axehead (flanged),Sambourne (parish),England,100.75,58.89,21.5,10.93,163.1
ID11766,axehead (flanged),"Saltwood, Westenhanger (S of)",England,136.1,51,20,15.2,221.5
ID11767,axehead (flanged),"Saltwood, Westenhanger (S of)",England,140.9,61,24.7,15.8,283.4
ID11765,axehead (flanged),"Saltwood, Westenhanger (S of)",England,152.8,72,22,16.7,328
ID11764,axehead (flanged),"Saltwood, Westenhanger (S of)",England,153,81,23.5,18,436.3
ID11763,axehead (flanged),"Saltwood, Westenhanger (S of)",England,182,88,27,20.5,587.1
ID1172,axehead (flanged),Salisbury Plain,England,112.5,61.5,20,16.5,244.4
ID1170,axehead (flanged),Salhouse,England,95.5,45,21,14.5,164
ID11069,axehead (flanged),Saddleworth,England,97,41,24,12,118.1
ID11128,axehead (flanged),Rylstone,England,164.29,69.54,22.7,35.95,434
ID1248,axehead (flanged),Rushwick (parish),England,147.36,53.71,26,24.06,471.4
ID4822,axehead (flanged),Rothbury/Long Planting (near Tosson Burgh Camp),England,149,57,18,41,340
ID4817,axehead (flanged),"Roseneath, Port Kiln",Scotland,107,37,20,30.5,200
ID4969,axehead (flanged),"Roquharold, Premnay",Scotland,114,40,20,31.5,290
ID10549,axehead (flanged),Roberton,Scotland,81,34.1,22,21.8,104
ID4923,axehead (flanged),Rispain Camp (Glasserton),Scotland,144,50,22,37,440
ID1161,axehead (flanged),Risby Warren,England,91,50,18,10,110
ID6606,axehead (flanged),Risby,England,94,33,12.5,13,99
ID814,axehead (flanged),Ripon,England,140,62,24,38.5,425
ID9793,axehead (flanged),Rillington (parish),England,106.5,45.9,25.3,28,188
ID1160,axehead (flanged),Reepham,England,121,68.5,22,17,269
ID5727,axehead (flanged),Reepham,England,140,45,22,33,281
ID6626,axehead (flanged),Reepham,England,147,49,22,39,380
ID924,axehead (flanged),Redbourne,England,125.5,62,24.5,15,298
ID6583,axehead (flanged),"Reculver (near), Herne Bay",England,116,68,18,21.5,323.4
ID894,axehead (flanged),Reading (near),England,112.5,65,23,14,178.7
ID4855,axehead (flanged),Rainton-cum-Newby (0.5 mile W of Rainton and c400 yards E of Leeming Lane),England,150,62,25,41,481
ID4873,axehead (flanged),Rainton-cum-Newby,England,135,54,20,34,368
ID4938,axehead (flanged),Raeburn Bog,Scotland,105,31,20,13.5,130
ID5948,axehead (flanged),"Radcliffe, Lily Hill (N of, confluence of Irwell and Roch)",England,99,57,19,18,177
ID1698,axehead (flanged),Quernmore (parish),England,133,43,27.5,34,350
ID847,axehead (flanged),Putney (River Thames),England,137,73.5,19.5,16,347
ID6709,axehead (flanged),"Prees, Preeswood Farm (The Moors)",England,164,69,23,27,496
ID751,axehead (flanged),Poslingford Hall Farm,England,101.5,55.5,21,15,209.5
ID1154,axehead (flanged),Poslingford Hall Farm,England,129,64,22.5,16,269
ID1151,axehead (flanged),Poslingford Hall Farm,England,124,67,21.5,18,304.6
ID1153,axehead (flanged),Poslingford Hall Farm,England,130.5,68,23.5,20,340
ID1152,axehead (flanged),Poslingford Hall Farm,England,115,71.5,21.5,17,255
ID1150,axehead (flanged),Poslingford Hall Farm,England,143.5,83,24,17.5,410.5
ID1149,axehead (flanged),Poslingford Hall Farm,England,167.5,90,25,18,496.4
ID11595,axehead (flanged),Pontypridd (parish),England,109.6,64.2,19,14,185.54
ID4859,axehead (flanged),Pockthorpe,England,136,54,24,35,326
ID1146,axehead (flanged),"Plymstock, Rocky Parks Field",England,98,34.5,23,18.5,205
ID1145,axehead (flanged),"Plymstock, Rocky Parks Field",England,101.5,50,22,16,202
ID1141,axehead (flanged),"Plymstock, Rocky Parks Field",England,99,52,15.5,16,155.3
ID1135,axehead (flanged),"Plymstock, Rocky Parks Field",England,98,54.5,14,13,131.8
ID1140,axehead (flanged),"Plymstock, Rocky Parks Field",England,101,55.5,18,15.5,158.5
ID753,axehead (flanged),"Plymstock, Rocky Parks Field",England,105,56,24.5,18,292.6
ID1136,axehead (flanged),"Plymstock, Rocky Parks Field",England,97,57,20,14,142.8
ID766,axehead (flanged),"Plymstock, Rocky Parks Field",England,131,70,23,18.5,268
ID1143,axehead (flanged),"Plymstock, Rocky Parks Field",England,109.5,71,23,17,228
ID754,axehead (flanged),"Plymstock, Rocky Parks Field",England,114,71,25.5,18,265.9
ID1137,axehead (flanged),"Plymstock, Rocky Parks Field",England,155,71,26,21.5,379
ID1139,axehead (flanged),"Plymstock, Rocky Parks Field",England,117.5,72,22,18,318.4
ID1144,axehead (flanged),"Plymstock, Rocky Parks Field",England,113,73.5,20,17.5,278
ID1138,axehead (flanged),"Plymstock, Rocky Parks Field",England,125,75,22,17,291.1
ID1134,axehead (flanged),"Plymstock, Rocky Parks Field",England,169.5,89,23,20.5,480.9
ID1133,axehead (flanged),Plumpton Plain,England,123.5,64.5,20,15,228.4
ID9871,axehead (flanged),Pleasington (parish),England,150,72,27,31,293.51
ID6295,axehead (flanged),Pilsdon,England,126,77,23.5,17.5,333
ID863,axehead (flanged),"Pilling, Cummy Carr Farm (field S of)",England,162,56,25,38.5,400
ID4823,axehead (flanged),Pickering,England,103,45,22,35,219
ID8286,axehead (flanged),"Penzance, Tredarvah",England,152.7,63,23.4,34.6,491
ID11076,axehead (flanged),"Pentyrch, Capel Llanilltern",Wales,184,81.7,26.5,25.2,678.7
ID9046,axehead (flanged),"Penrhiwfer, Mynydd-y-Gilfach (E side)",Wales,113,51,26,27,277
ID11124,axehead (flanged),Pendleton,England,190,70,21,14,216
ID4860,axehead (flanged),Peebles (near),Scotland,130,64,26,38,425
ID4956,axehead (flanged),Peebles (near),Scotland,155,66,27,41,540
ID11045,axehead (flanged),Pattingham and Patshull (parish),England,103.8,53.2,18,10.7,148.3
ID4955,axehead (flanged),"Parton, Barwhillantry Hill",Scotland,122,68,22,24,280
ID5824,axehead (flanged),Pamber Forest,England,111,32,16,12,135
ID1285,axehead (flanged),Padfield (parish),England,87.6,49.5,18.2,14.1,92.52
ID4929,axehead (flanged),Overmills,Scotland,142,46,22,25,370
ID6705,axehead (flanged),"Oswestry, Aston Hall",England,140,57,23,26,354
ID756,axehead (flanged),"Osmington, White Horse Hill",England,157,87,27.5,25.5,569.4
ID11586,axehead (flanged),Offcote and Underwood (parish),England,85.03,39,18,11,83.51
ID1125,axehead (flanged),Norton Fitzwarren,England,157.5,62.5,22,15.5,233
ID1596,axehead (flanged),Norton (parish),England,153,62,24,42,467
ID4791,axehead (flanged),"Northallerton, Castle Hill (near)",England,134,43,20,41,282
ID11044,axehead (flanged),North Tuddenham (parish),England,127,56,24,30,343
ID1634,axehead (flanged),North Heywood (parish),England,155.19,76.96,28,40.87,570.5
ID1121,axehead (flanged),North Elmham,England,118,67,22,18,226.8
ID8020,axehead (flanged),"Normanby (near), Ash Hill",England,124,49,11.5,33.5,340
ID11576,axehead (flanged),Norden (parish),England,151,60,18.5,28,360
ID4947,axehead (flanged),"Newmilns and Strathavon (between), Avondale",Scotland,89,33,23,30,200
ID4968,axehead (flanged),Newlands of Clunas (Cawdor),Scotland,115,47,23,34,310
ID4783,axehead (flanged),Nether Tofts (Kirkton),Scotland,145,54,22,30,315
ID1100,axehead (flanged),Narborough/Swaffham,England,113,58,21.5,15,204
ID4879,axehead (flanged),"Nafferton, Roseberry Topping",England,109,41,25,28,215
ID1672,axehead (flanged),Naburn (parish),England,89.3,42.6,18.2,12,126
ID4904,axehead (flanged),Mouswald Place,Scotland,110,41,21,29,240
ID4861,axehead (flanged),"Moss Maud, Old Deer",Scotland,108,39,20,28,170
ID1098,axehead (flanged),Mortlake (River Thames),England,102,56,20,18,221
ID4948,axehead (flanged),"Montrose, Rossie Island Road",Scotland,133,50,30,38,410
ID6767,axehead (flanged),Molesey-on-Thames,England,148,73,11,14,228
ID1603,axehead (flanged),Mold (community),Wales,117.55,45.37,25.12,37,287.4
ID4932,axehead (flanged),"Minnigaff, Glentrool",Scotland,174,69,24,37,635
ID1090,axehead (flanged),Milverton,England,121,67,20.5,17,219
ID1089,axehead (flanged),Milverton,England,131,72,25,22,367
ID1088,axehead (flanged),Milverton,England,131,73,23,17,347
ID1086,axehead (flanged),Mildenhall?,England,100.5,46,17,13.5,141.7
ID1087,axehead (flanged),Mildenhall?,England,109.5,53,24,27,313
ID805,axehead (flanged),"Mildenhall, Holywell Row",England,130,69,23.5,23,355
ID1041,axehead (flanged),"Mildenhall, Hollywell Row",England,108.2,56.8,18,21.2,212.5
ID1043,axehead (flanged),"Mildenhall, Hollywell Row",England,111,63.5,20,19,212.5
ID1042,axehead (flanged),"Mildenhall, Hollywell Row",England,128,65,21,19.5,266
ID1112,axehead (flanged),Mildenhall (near),England,95,57.5,18,15,152
ID4827,axehead (flanged),"Milburn, Lownthwaite Farm (field N of stackyard)",England,140.5,58,20,38,328
ID1600,axehead (flanged),Middleton-in-Teesdale (parish),England,129.5,37,21,36.5,305
ID3166,axehead (flanged),Middleton St George (parish),England,119,34,18.5,25.5,165
ID10299,axehead (flanged),"Middleton and Smerrill (Over Oldhams, 0.5 mile SW of Arbor Low)",England,126,31,20,28,298
ID1084,axehead (flanged),Methwold (churchyard),England,91,50,18,15.5,146
ID1083,axehead (flanged),Methwold,England,96,60,21.5,22,224
ID4966,axehead (flanged),Meredykes,Scotland,128,54,19,33,295
ID1081,axehead (flanged),Medmenham Abbey (River Thames),England,112,61.5,18.5,15,155.8
ID4903,axehead (flanged),Marton-le-Moor,England,122,51,23,38.5,354
ID11547,axehead (flanged),Marton cum Grafton (parish),England,151.7,63,20,29,446
ID4820,axehead (flanged),Market Weighton,England,132,40,22,33,245
ID5907,axehead (flanged),Margam foreshore,Wales,93,48,20,17,154.9
ID1079,axehead (flanged),March,England,86,46.5,20,15,144.4
ID11805,axehead (flanged),Manor,Scotland,107.8,52.1,23.4,39.1,270.8
ID4909,axehead (flanged),"Mameulah, New Machar",Scotland,118,46,21,36.5,280
ID4807,axehead (flanged),Malton (near),England,107,33,13,30,164
ID4871,axehead (flanged),Malton (near),England,122,47,18,34,255
ID4862,axehead (flanged),Madderty,Scotland,105,35,20,30,180
ID11144,axehead (flanged),Macclesfield Forest and Wildboarclough,England,110,60,20,15,167.9
ID1648,axehead (flanged),Lyng (parish),England,93,45,23.8,10.3,162.83
ID4970,axehead (flanged),"Lower Cabrach, Cabrach",Scotland,113,42,21,34.5,230
ID4812,axehead (flanged),"Lord Arthur's Cairn, Tullynessle and Forbes",Scotland,112,45,18,29.5,210
ID4799,axehead (flanged),"Longtown, Kirkandrews Moat, Carwinley Beck",England,144,38,18,23,311.6
ID4792,axehead (flanged),Lockington,England,136,56,17,34,231
ID10321,axehead (flanged),Lockerbie,Scotland,79,24.1,19,10.8,68.1
ID4973,axehead (flanged),"Loch Hope, Durness",Scotland,72,24,18,18,70
ID6235,axehead (flanged),"Lledrod, Rhydlwyd Farm (200 yards from the Sarn Helen)",Wales,152,65,27,24,450
ID11134,axehead (flanged),Llanynys,Wales,138.7,74.1,26,28.7,424.6
ID1591,axehead (flanged),Llanover (community),Wales,118.3,63.7,23.5,17.1,266.7
ID1593,axehead (flanged),Llanover (community),Wales,113.5,64,22.5,14,199.8
ID1592,axehead (flanged),Llanover (community),Wales,119,68.1,24.5,14,223
ID11073,axehead (flanged),Llangywer,Wales,133,71.96,24,28,414.4
ID5908,axehead (flanged),"Llangeinor, Ogmore Vale",Wales,120,40,21,15,229
ID7910,axehead (flanged),"Llangan, Treves",Wales,150,70,26,34,569.5
ID11083,axehead (flanged),Llanfaethlu,Wales,119.5,71,25,14.5,229
ID9042,axehead (flanged),"Llanegwad, Allt-y-ferin Farm",Wales,142,73,28,21,320
ID8904,axehead (flanged),"Llandysilio, Menai Bridge (junction of Holyhead and Beaumaris roads)",Wales,156,90,25,17.5,519.88
ID6014,axehead (flanged),"Llandysilio, Menai Bridge (junction of Holyhead and Beaumaris roads)",Wales,158,92,24,19,434.5
