ArtefactID,Object,SiteName,Country,Length,BladeWidth,ButtWidth,MaxThick,Weight
ID3028,axehead (palstave),Lincoln (sewage works near the hill),England,155,61,24,34,407
ID4185,axehead (palstave),Leytonstone (Union Field) or unprovenanced,England,159,61,21,26,412
ID5598,axehead (palstave),Leytonstone (Union Field),England,160,64,22,28,419
ID3023,axehead (palstave),Lewisham (River Ravensbourne),England,171,65,17.5,30,443
ID5596,axehead (palstave),Lewes,England,140,33,19,29,267
ID5597,axehead (palstave),Lewes,England,113,35,21.5,29,222
ID5593,axehead (palstave),Lewes,England,149,38,19.5,37,420
ID5594,axehead (palstave),Lewes,England,148,40,20.5,33,410
ID5592,axehead (palstave),Lewes,England,152,43.5,19.5,34.5,420
ID5134,axehead (palstave),Leven Carr,England,131,47,15,35,325
ID3011,axehead (palstave),Leighfield (parish),England,153,53,22,29,415
ID3004,axehead (palstave),Leicester Forest East (parish),England,145,57,24,27,365
ID8691,axehead (palstave),"Leeswood/Mold/Yr Wyddgrug, Pontblyddyn",Wales,154,66,18.5,33,340.2
ID2833,axehead (palstave),Ledbury,England,151,58,22,32,392
ID7800,axehead (palstave),Lavington Downs,England,173,51,24,34,520
ID2984,axehead (palstave),Lakenheath Fen,England,164,47,24,35,453
ID2981,axehead (palstave),Lakenheath,England,150,56,24,27.5,364
ID2979,axehead (palstave),Knockin Castle (near),England,139,66,25,38,461
ID5031,axehead (palstave),"Kirkudbright, Little Sypland Farm",Scotland,170,80,23,32,580
ID5036,axehead (palstave),"Kirkcowan, Barskeoch Moss",Scotland,148,65,18,33,440
ID10699,axehead (palstave),Kingston Bagpuize with Southmoor (parish),England,149.5,45.8,18.6,30,336
ID2965,axehead (palstave),Kingston Bagpuize with Southmoor (parish),England,164,55,19,23,359.8
ID2958,axehead (palstave),Kingsnorth (parish),England,156,55.97,19,25.58,371.6
ID2957,axehead (palstave),Kingsnorth (parish),England,171,74.4,23,32.27,361.5
ID2956,axehead (palstave),"Kingsclere, Beenham Court",England,130,49,18,23,230
ID5077,axehead (palstave),Kilnhurst,England,144,48,25,32,377
ID2947,axehead (palstave),"Kenilworth (near), Barton Green",England,151,57,17.5,28,316.9
ID5037,axehead (palstave),Kelso,Scotland,127,43,21,24,240
ID5189,axehead (palstave),"Jevington, Teddard's Barn",England,170.5,65.8,21,24.5,465.3
ID5186,axehead (palstave),"Jevington, Teddard's Barn",England,156,66,20,25.5,424.4
ID5185,axehead (palstave),"Jevington, Teddard's Barn",England,172,67,21,26,458.1
ID5190,axehead (palstave),"Jevington, Teddard's Barn",England,170,70,23.5,25,492.6
ID5191,axehead (palstave),"Jevington, Teddard's Barn",England,183,71.4,22,30.2,621.3
ID11389,axehead (palstave),"Iwade, Pink?ôs Corner",England,139,59,25,28,359
ID11032,axehead (palstave),Idmiston,England,150,46.5,20,46.5,389.7
ID11031,axehead (palstave),Idmiston,England,126.3,54,20,23.8,262.8
ID11036,axehead (palstave),Idmiston,England,133,55,22.5,27.2,322.4
ID11038,axehead (palstave),Idmiston,England,128.5,59,23.5,26.4,334.1
ID11034,axehead (palstave),Idmiston,England,164,60.3,23,30,514.5
ID11035,axehead (palstave),Idmiston,England,160,61,23,31,593.2
ID11037,axehead (palstave),Idmiston,England,151,62,19,30,380.1
ID11030,axehead (palstave),Idmiston,England,167,63,20,31.1,530.5
ID11033,axehead (palstave),Idmiston,England,152,67,24,30.5,501.3
ID2887,axehead (palstave),Icklingham (or Stibbard?),England,114,38,15,22,161
ID5505,axehead (palstave),Icklingham,England,110,44,18,22,164.6
ID9972,axehead (palstave),Hurstbourne Priors (parish),England,143,60,20,30,332
ID11183,axehead (palstave),Hundleton,Wales,144.5,51.3,20.4,23.5,321.7
ID2877,axehead (palstave),Howden,England,144,59,18,33.5,411.1
ID7575,axehead (palstave),Hoveringham (River Trent),England,185,69,22,29,428
ID5499,axehead (palstave),Hounslow,England,160,72.25,25.5,28.5,479.3
ID2874,axehead (palstave),Houghton (parish),England,149.48,54.38,19.5,28.5,380
ID5131,axehead (palstave),Hotham Carr Farm,England,143,50,23,37,334
ID5495,axehead (palstave),Hotham Carr Farm,England,115,51,25,29,272
ID5130,axehead (palstave),Hotham Carr Farm,England,179,67,18,34,638
ID2870,axehead (palstave),Horton (parish),England,149,63.21,28.4,33,494.1
ID2868,axehead (palstave),Horsley Castle (near),England,122,43,21,25,255
ID2859,axehead (palstave),Honington,England,97,41,21,20,178.2
ID5490,axehead (palstave),Holywell,England,85,26,19,18,70.88
ID11592,axehead (palstave),Holwell (parish),England,150.13,48.12,19.5,27.39,333
ID10919,axehead (palstave),Holme-next-the-Sea (10m from Holme I timber circle),England,120.5,47,24,17,174.8
ID10934,axehead (palstave),Holme-next-the-Sea,England,129.5,41.5,17,25,203.38
ID11241,axehead (palstave),Holme-next-the-Sea,England,144,45,18.5,24,246
ID5488,axehead (palstave),Hollingbury Castle (Hollingbury Camp),England,193,80,23,31,680
ID2851,axehead (palstave),"Hockwold-cum-Wilton, Hockwold Fen",England,139,65,23.8,28.7,373.7
ID11603,axehead (palstave),Hoby with Rotherby (parish),England,167,67,25,34.2,569
ID11150,axehead (palstave),Hoby with Rotherby,England,168,73,25,31,485
ID11288,axehead (palstave),Hinton-in-the-Hedges,England,141.65,42.8,23,30.53,368.9
ID11177,axehead (palstave),Hinton-in-the-Hedges,England,169.27,43.89,24,34.91,600
ID11246,axehead (palstave),Hindolveston,England,155,56,19,32,420
ID11280,axehead (palstave),Higham,England,170,61.63,20.8,29,387.6
ID5353,axehead (palstave),"High Ham, King?ôs Sedgemoor",England,146,59,24,31,393
ID2834,axehead (palstave),"Herne Bay, Beltinge (junction of Reculver Road and Sea View Road)",England,161,64,20,27,311.85
ID9917,axehead (palstave),Henstridge (parish),England,145,60,24,34,364.2
ID2831,axehead (palstave),"Hemyock, Blackdown Hills",England,123.4,41.7,21,29,248.1
ID2828,axehead (palstave),Hemingstone (parish),England,133,45,22,26.5,236
ID3964,axehead (palstave),"Headley, Trottsford",England,157,61,22,29,419
ID2826,axehead (palstave),"Headcorn, New House Farm",England,143,55,16.5,24.5,283
ID3388,axehead (palstave),"Hayne, Old Cleeve",England,160,64.6,22.6,27,427
ID8053,axehead (palstave),"Hawarden, Buckley, South Fields",Wales,146,51,19,22,326
ID2817,axehead (palstave),Havering,England,163.5,52.5,22,30.5,447
ID2816,axehead (palstave),Havering,England,162,60,21,30,369
ID2814,axehead (palstave),Havant (parish),England,112.18,36.92,26,29.72,212
ID9832,axehead (palstave),Hartlebury (parish),England,142.15,59.9,21,30.26,370
ID11650,axehead (palstave),Hartington Town Quarter (parish),England,153.5,64.1,18.6,29,361.8
ID2801,axehead (palstave),Harston,England,161,70,24,28,460
ID2796,axehead (palstave),"Hanford Park, Hod Hill (near)",England,163,64,22,29,451
ID2783,axehead (palstave),Hambledon,England,159,61,24,27,455
ID2781,axehead (palstave),Halstead,England,155,66,21,26,411
ID2770,axehead (palstave),Halesworth,England,124,48,19,23,252
ID3207,axehead (palstave),"Guilsfield, near Crowther's Camp",Wales,153,45,22,34,444.3
ID7747,axehead (palstave),"Guildford, Stoke Hospital",England,156,44,21,35.5,382
ID3379,axehead (palstave),"Guildford, Ockham, Hautboy Inn",England,137,61,19.5,23,219
ID3381,axehead (palstave),"Guildford, Ockham, Hautboy Inn",England,131,64,20,24.5,295
ID2758,axehead (palstave),Grindleford (near the old ford of the River Derwent),England,156,54,24,38,453.6
ID3920,axehead (palstave),Greenwich Hospital (River Thames),England,155,65,24,28,414
ID10355,axehead (palstave),"Great Bromley, Balls Green (Bromley Thickets)",England,140,43.5,23,28,361
ID10356,axehead (palstave),"Great Bromley, Balls Green (Bromley Thickets)",England,143.5,46,21.5,27,388.7
ID10353,axehead (palstave),"Great Bromley, Balls Green (Bromley Thickets)",England,141,68,19,25,386.5
ID5874,axehead (palstave),"Great Barton, 3 Anglesea Place (Hall Park)",England,149,54,28,27.5,350
ID2737,axehead (palstave),Grays Thurrock (near),England,165,50.5,22,30,432
ID2738,axehead (palstave),Grays Thurrock (near),England,161,52.5,21.5,30,455.2
ID2739,axehead (palstave),Grays Thurrock,England,144,45,20,26,269
ID5470,axehead (palstave),Grantchester,England,138,72,24,23.5,342
ID2731,axehead (palstave),Goudhurst,England,167,66,19,27,403
ID2730,axehead (palstave),Goudhurst,England,159,70,23,27,402
ID2732,axehead (palstave),Goudhurst,England,156,77,26,33,508
ID5129,axehead (palstave),Gordonbank,Scotland,125,39,22,26,285
ID2726,axehead (palstave),Goetre Fawr,Wales,172.2,48,26,38,520.4
ID7654,axehead (palstave),"Glastonbury, Turbaries",England,146,43,26,30,305.5
ID3972,axehead (palstave),"Glastonbury, Turbaries",England,130,59,21,34,361
ID7655,axehead (palstave),"Glastonbury, Turbaries",England,145,62,21,35,354
ID2722,axehead (palstave),"Glascoed, Ordnance Works",Wales,152,61,24,29,377
ID3261,axehead (palstave),Gerrans and Portreath/Portscatho (near),England,132.5,45,20,31.5,334.9
ID3262,axehead (palstave),Gerrans and Portreath/Portscatho (near),England,152,54,25,38,480.2
ID3263,axehead (palstave),Gerrans and Portreath/Portscatho (near),England,155,54,26,35,549.3
ID5023,axehead (palstave),"Gavinton, Langton",Scotland,148,63,22,28,385
ID7587,axehead (palstave),Garsington,England,163,38,17,35,425.3
ID2713,axehead (palstave),Gamston (parish),England,160,65,19,30,404.1
ID2712,axehead (palstave),Gamlingay,England,131,51.5,21,28,307
ID5079,axehead (palstave),Fyvie,Scotland,145,42,22,33,390
ID9836,axehead (palstave),Fulbrook (parish),England,153.44,57.46,19.5,27.87,362
ID2708,axehead (palstave),Frolesworth (parish),England,122,57,15,17,125
ID11612,axehead (palstave),Fransham (parish),England,164,77.4,25,24,492
ID2703,axehead (palstave),Framlingham (or Stibbard?),England,110,44,19,21.5,153
ID2702,axehead (palstave),Framingham Earl (60 yards NW of school),England,143.5,54,20.5,25.5,291
ID2698,axehead (palstave),Fordingbridge (parish),England,163.5,66.8,22.5,28.5,400.4
ID2695,axehead (palstave),Fordham?,England,138,57,21,26,382.7
ID2948,axehead (palstave),Folkestone?,England,155,53,20,31,311.85
ID2673,axehead (palstave),Filleigh (parish),England,148.8,58.7,16.6,34.1,333
ID10959,axehead (palstave),"Feltwell, Great Oulsham Field (formerly River Field)",England,172,72.5,21.5,37.5,622
ID2661,axehead (palstave),Feltwell Fen,England,126,51,22,27.5,238.5
ID2667,axehead (palstave),Feltwell (parish),England,161,70,21,31,499
ID2469,axehead (palstave),"Farnham, Crooksbury Hill",England,130,45,24,30,326
ID5209,axehead (palstave),Fakenham (or Stibbard?),England,114,39,15,22,165
ID5222,axehead (palstave),Fakenham (or Stibbard?),England,109,42,18,22.5,155
ID2918,axehead (palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,153.5,55,22,31,401
ID5297,axehead (palstave),"Exmouth, 10 Louisa Place",England,134.9,45.3,16.6,21.9,207
ID5294,axehead (palstave),Exeter,England,146,59,19,27.8,379
ID2640,axehead (palstave),Everdon,England,158,55,15,28,392
ID2639,axehead (palstave),Everdon,England,154,60,17,28,342
ID11601,axehead (palstave),Essington (parish),England,153.5,55,19.8,31.5,432.2
ID10464,axehead (palstave),"Erpingham, Calthorpe (5 miles from Aylsham, before reaching Saracens Head Inn)",England,149,62.4,19,28,397
ID2635,axehead (palstave),Eriswell (or Stibbard?),England,114,39,14,22,166
ID3259,axehead (palstave),Eriswell (or Stibbard?),England,106.5,42,19,19.5,141.8
ID2633,axehead (palstave),Eriswell (or Stibbard?),England,111,42,19,15,147
ID10736,axehead (palstave),Eriswell,England,155,66,19.5,32,350
ID2630,axehead (palstave),Epping Forest,England,151,60,21,26,349
ID3253,axehead (palstave),Ely (near)?,England,173,68,23,29,454
ID3254,axehead (palstave),Ely (near),England,147,58.5,22,33,411
ID3829,axehead (palstave),"Ely (near, or Stibbard?)",England,107.5,42,17,20.5,135
ID2879,axehead (palstave),Elsham,England,146,62,23,28,343
ID5032,axehead (palstave),"Elsdon (Redesdale, near Breminium)",England,145,66,22,29,417
ID2748,axehead (palstave),"Ellesmere Port, Great Sutton, Church Lane",England,155,62,20,30,432
ID11058,axehead (palstave),Ellesmere,England,155,50,22,30,329
ID2392,axehead (palstave),Edington Burtle (between Chilton Polden and Edington)?,England,147,60,18,38.5,369
ID2393,axehead (palstave),Edington Burtle (between Chilton Polden and Edington)?,England,156,63,22,29.5,440
ID2587,axehead (palstave),Edington Burtle,England,154.4,55.7,18.9,27.2,388
ID2590,axehead (palstave),Edington Burtle,England,146.9,57.6,22.8,34.7,363
ID2588,axehead (palstave),Edington Burtle,England,167,66.2,25.7,38,496
ID2582,axehead (palstave),Eaton Bray (parish),England,153.4,74.8,15.7,30,423.6
ID2580,axehead (palstave),Easton Maudit (parish),England,128.1,42.4,22.5,31,323
ID2579,axehead (palstave),Easton Maudit (parish),England,117,49.6,21,33.6,290
ID10351,axehead (palstave),"Easthorpe, Little Birch Holt Farm",England,140,59,19,27,335
ID4484,axehead (palstave),East Knoyle (parish),England,144,56,16,26,348.8
ID11725,axehead (palstave),East Knoyle (near?),England,170,67,21,28,436
ID2560,axehead (palstave),East Carleton,England,152,43,21,27,228
ID5028,axehead (palstave),"Dunragit, Old Luce",Scotland,159,62,20,29.5,390
ID11193,axehead (palstave),Dundry,England,131,74,16.5,33,500
ID5044,axehead (palstave),"Dumfries, Greyfriar's Church",Scotland,128,47,20,25,300
ID2543,axehead (palstave),"Dumfries, Greyfriar's Church",Scotland,160,62,19,24,520
ID2537,axehead (palstave),"Driffield, The Kings Mount (barrow)",England,168,40,22,23,368.5
ID2535,axehead (palstave),Drayton St Leonard,England,162,63,24,36,563
ID11652,axehead (palstave),"Dover, Ash",England,165,55,20,28,470
ID11654,axehead (palstave),"Dover, Ash",England,170,61,17,25,490
ID11657,axehead (palstave),"Dover, Ash",England,170,63,20,26.8,450
ID11659,axehead (palstave),"Dover, Ash",England,160,63,23,28,470
ID11656,axehead (palstave),"Dover, Ash",England,165,63.7,21,26.5,500
ID11661,axehead (palstave),"Dover, Ash",England,162,64,20,25.6,490
ID11663,axehead (palstave),"Dover, Ash",England,166,67,21,24,500
ID11655,axehead (palstave),"Dover, Ash",England,170,67.5,21.7,26,490
ID11658,axehead (palstave),"Dover, Ash",England,168,69,21,30,490
ID11653,axehead (palstave),"Dover, Ash",England,173,69,21.7,29,500
ID11662,axehead (palstave),"Dover, Ash",England,173,69,20,25,520
ID11660,axehead (palstave),"Dover, Ash",England,166,70,24,27.5,480
ID11665,axehead (palstave),"Dover, Ash",England,160,71.6,26.6,28,500
ID2280,axehead (palstave),"Dolbenmaen, Pant-yr-einiog Farm (Weirglodd Fawr bog)",Wales,176,79,18,38,570
ID2277,axehead (palstave),"Dolbenmaen, Efail-Cenin (peat bog behind)",Wales,146,46,19,30,288
ID11631,axehead (palstave),Dolbenmaen (parish),England,73,23,16,18,71.1
ID2504,axehead (palstave),Desford (parish),England,159,56,22,25,378
ID8296,axehead (palstave),"Delamere, Kelsborrow Camp",England,149,72,25,37,560
ID2494,axehead (palstave),"Deerhurst, Wainlodes Hill (River Severn)",England,177,69,24,27,527
ID2493,axehead (palstave),Dawlish,England,160,51,22,43,544
ID2491,axehead (palstave),"Darowen (former Montgomeryshire parish), Moel-yr-Henllys",Wales,163,64,18,25,348.55
ID2490,axehead (palstave),Darlington,England,176,70,21,30.5,476
ID2489,axehead (palstave),"Darley Dale, Stonecliff (Stancliffe) Quarry",England,150,53,22,26,340
ID3146,axehead (palstave),"Cynwyd, Upper Mill Cynwyd",Wales,184,84,28,31,698
ID8692,axehead (palstave),"Cwm, Rhuallt Wood",Wales,177,76,21.5,31.5,446
ID2350,axehead (palstave),"Cwm Rheidol, Ysbytty Cynfin",Wales,151,57,22,29,309
ID2486,axehead (palstave),"Curland, Mount Pleasant Farm",England,168,43,23,37,490
ID2645,axehead (palstave),Cullompton,England,154.2,53.7,22,29,442
ID2475,axehead (palstave),Cuckney (parish),England,153,62.5,20,30,387.2
ID6144,axehead (palstave),"Croxton (Thetford Bypass), Lodge Farm",England,160.5,48.7,24.5,32,443.5
ID4553,axehead (palstave),"Croft, Southworth Hall",England,116,34,17,22,142
ID2463,axehead (palstave),Crediton,England,174,58.8,21.5,41.1,546
ID2888,axehead (palstave),Cowling,England,130.2,53,19,27.5,198
ID4426,axehead (palstave),"Coveny, Wardy Farm",England,152.5,57.5,20,28,326
ID2450,axehead (palstave),Cotton Edmunds (parish),England,159,59.9,21.2,22.3,407
ID3518,axehead (palstave),Corwen (Rhagatt estate?),Wales,156,55,23,35,439.4
ID3519,axehead (palstave),Corwen (Rhagatt estate?),Wales,180,81,24,34,701.7
ID2448,axehead (palstave),Corwen (Rhagatt estate?),Wales,162,82,24,36,560
ID11619,axehead (palstave),Corsley (parish),England,149.6,61.8,19,30.9,392.72
ID2436,axehead (palstave),"Colyton, Lovehayne Farm",England,127,47.6,23,30,258.4
ID8887,axehead (palstave),Colwinston (community),Wales,145.2,37.8,21.8,32.1,354.7
ID2425,axehead (palstave),"Clothall, Cumberlow Green",England,105.5,40.5,17,17,127.6
ID11211,axehead (palstave),Clifton Hampden,England,140,40,22.2,30.5,353
ID2420,axehead (palstave),Cliffe (100 yards W of West Court Farm),England,176,66,20,28,539
ID11585,axehead (palstave),Clapton-in-Gordano (parish),England,99,46,21,33,13
ID9296,axehead (palstave),"Cinderford, Steam Mills, Hawkwell Brickworks",England,154,66,19.5,26,336.7
ID2355,axehead (palstave),"Ciliau Aeron, Cae Mawr Farm (field 352)",Wales,155,67,14,35,375
ID2400,axehead (palstave),Chislet (or Canterbury),England,170,66,22,26,459
ID2399,axehead (palstave),"Chirbury with Brompton, Mitchell's Fold Tenement",England,126,34,21,25,188.3
ID11196,axehead (palstave),Child Okeford,England,158,60,21.5,35,484
ID11286,axehead (palstave),Child Okeford,England,162,61,18,32,447
ID3357,axehead (palstave),"Cheswardine, Ellerton Hall, Thorneypits Lane (18 Acre Green)",England,140,40,24,33,373
ID3200,axehead (palstave),Chepstow Castle,Wales,153,64,22,31,429
ID11051,axehead (palstave),Cheddleton,England,154,65.2,23.5,34.3,420
ID10758,axehead (palstave),"Chatteris, Wenny Farm East",England,152,57,19,30,354
ID10759,axehead (palstave),"Chatteris, Somersham Road (Old West River)",England,160,58,30,38,480
ID7151,axehead (palstave),Chatteris,England,164,70,23,28.5,420
ID2368,axehead (palstave),Charlton Musgrove (parish),England,129.4,40.6,17,24.6,258
ID2369,axehead (palstave),Charlton Musgrove (parish),England,134.6,50,20.5,27.1,266
ID2365,axehead (palstave),Chardstock,England,171,57,19,30,425.3
ID2364,axehead (palstave),"Chard/Wreath, Newhayes (field 797)",England,165,60,25,35,519
ID2362,axehead (palstave),Chalgrove (parish),England,165,59.4,22,27,403.1
ID2359,axehead (palstave),"Chagford (N of Quintatown), New Quarry",England,152,61,23,38.7,501.8
ID2358,axehead (palstave),"Chaffcombe, Avishays (N of), Court Farm",England,152,58,18,30,375
ID5981,axehead (palstave),"Ceulan-y-maesmawr, Ty-gwyn Farm",Wales,169,74,23,32,555
ID3227,axehead (palstave),"Cemmaes, Mynydd Talyglannau (above Afon Dugoed)",Wales,162,55,25,29,470.5
ID6029,axehead (palstave),"Cemmaes, Mynydd Talyglannau (above Afon Dugoed)",Wales,155,60,23,29,375
ID3225,axehead (palstave),"Cemmaes, Mynydd Talyglannau (above Afon Dugoed)",Wales,165,61,16,31,382
ID3233,axehead (palstave),"Cemmaes, Mynydd Talyglannau (above Afon Dugoed)",Wales,156,65,19,28,406
ID3229,axehead (palstave),"Cemmaes, Mynydd Talyglannau (above Afon Dugoed)",Wales,156,65,18,29,435
ID6026,axehead (palstave),"Cemmaes, Mynydd Talyglannau (above Afon Dugoed)",Wales,177,65.5,21,34,592.3
ID6025,axehead (palstave),"Cemmaes, Mynydd Talyglannau (above Afon Dugoed)",Wales,175,66,18,33,560
ID3231,axehead (palstave),"Cemmaes, Mynydd Talyglannau (above Afon Dugoed)",Wales,182,66,22,34,615
ID2346,axehead (palstave),Cavenham Heath (near the Black Ditch),England,159,49,25,29,489
ID2334,axehead (palstave),"Cardiff, Llanishen, Cyncoed",Wales,143,47,23,39,414
ID2331,axehead (palstave),"Capel Colman, Parc Maen Farm",Wales,155.5,47.5,22.5,33,376
ID8377,axehead (palstave),"Canterbury, Merton Farm (5m from interesection of Merton Lane and Iffin Lane)",England,96.7,38,16,22,296
ID3102,axehead (palstave),"Canterbury, Lower Hardres",England,169,61.1,20,29.5,465
ID3099,axehead (palstave),"Canterbury, Lower Hardres",England,161,63.5,24,27.5,411.4
ID3098,axehead (palstave),"Canterbury, Lower Hardres",England,172,64.6,18.5,26.4,291.8
ID3101,axehead (palstave),"Canterbury, Lower Hardres",England,177,67.3,22,27.2,430.4
ID3100,axehead (palstave),"Canterbury, Lower Hardres",England,173,70,19.5,28.2,419.9
ID1920,axehead (palstave),"Canterbury, Bigberry Wood",England,188,72,23,30.5,574
ID2330,axehead (palstave),Canterbury (near),England,165,68,18,25,425
ID5438,axehead (palstave),Canterbury,England,165,42,24,30.5,474
ID2326,axehead (palstave),Canterbury,England,168,64.5,20,34.5,454
ID2328,axehead (palstave),Canterbury,England,142.62,66.02,18.5,28.5,385
ID2327,axehead (palstave),Canterbury,England,172,68.5,19.5,23,454
ID2323,axehead (palstave),Cann (parish),England,128.35,41.6,23.1,23.42,263
ID2318,axehead (palstave),Cambridge Fens,England,153,57,21.5,34,417
ID2313,axehead (palstave),Cambridge Fens,England,128.5,57.5,26,29,418.1
ID2312,axehead (palstave),Cambridge Fens,England,131,58,20,26,240
ID2316,axehead (palstave),Cambridge Fens,England,142,59,23,27,372
ID2320,axehead (palstave),Cambridge Fens,England,154,69,16,29,369
ID2304,axehead (palstave),Cambridge,England,119,39,19,23,252
ID2296,axehead (palstave),Calbourne (parish),England,138,54.7,21.7,25.1,313.3
ID2276,axehead (palstave),Caerhun (community),Wales,100,35.2,24.5,26.5,221.9
ID11623,axehead (palstave),Cadney (parish),England,147,71,17.5,27,350
ID2272,axehead (palstave),Bury St Edmunds,England,157,69,21,34,453.1
ID2270,axehead (palstave),Burwell Fen,England,107,50,25,30,263.7
ID7127,axehead (palstave),Burwell Fen,England,140,50,19,27,280
ID7129,axehead (palstave),Burwell Fen,England,120,54,20,27,300
ID2260,axehead (palstave),Burwell Fen,England,161,60,24,27,391
ID2259,axehead (palstave),Burwell Fen,England,154,68,21,32,337
ID2255,axehead (palstave),"Burton-on-Trent, Needwood Forest (near Swilcar Oak)",England,144,60,19,29,301
ID2254,axehead (palstave),"Burton-on-Trent, Horninglow",England,154.9,76,20,26,400
ID2253,axehead (palstave),"Burton Green, West Kenilworth",England,150,57,14.5,23,316.9
ID2252,axehead (palstave),Burton,Wales,150.2,44.7,23.8,29.1,304.9
ID2251,axehead (palstave),Burton,Wales,152.9,47.1,23.8,27.6,289.5
ID2232,axehead (palstave),"Burnham, Slough Trading Estate",England,134,56,16.5,26,311
ID2236,axehead (palstave),"Burnham, Slough Trading Estate",England,166,56,20,31,382.3
ID2247,axehead (palstave),"Burnham, Slough Trading Estate",England,159,56,20,27.5,479.5
ID2233,axehead (palstave),"Burnham, Slough Trading Estate",England,147,58,16.5,25,311
ID2244,axehead (palstave),"Burnham, Slough Trading Estate",England,160,58,18,32,463
ID2237,axehead (palstave),"Burnham, Slough Trading Estate",England,170,59,20,24,389.4
ID2238,axehead (palstave),"Burnham, Slough Trading Estate",England,170,59,21,26,406
ID2239,axehead (palstave),"Burnham, Slough Trading Estate",England,154,59,22.5,31.5,423
ID2231,axehead (palstave),"Burnham, Slough Trading Estate",England,157,61,19,22,274
ID2243,axehead (palstave),"Burnham, Slough Trading Estate",England,154,63,19.5,28.5,457
ID2241,axehead (palstave),"Burnham, Slough Trading Estate",England,166,67,21,28,447.1
ID2245,axehead (palstave),"Burnham, Slough Trading Estate",England,168,67,20,26,469.1
ID2248,axehead (palstave),"Burnham, Slough Trading Estate",England,165,67,24,30.5,546.9
ID2242,axehead (palstave),"Burnham, Slough Trading Estate",England,165,69,18.5,27,456.2
ID5180,axehead (palstave),Burnham-on-Crouch,England,170,61,20,28,502
ID5182,axehead (palstave),Burnham-on-Crouch,England,170,61,20,28,503
ID5179,axehead (palstave),Burnham-on-Crouch,England,170,61,20,28,512
ID5181,axehead (palstave),Burnham-on-Crouch,England,170,61,20,28,512
ID5183,axehead (palstave),Burnham-on-Crouch,England,170,61,22,30,528
ID5184,axehead (palstave),Burnham-on-Crouch,England,170,62,19,28,509
ID2229,axehead (palstave),Burneside (parish),England,100.22,37.16,21.94,19.66,166.2
ID10304,axehead (palstave),Burlescombe,England,128,56.6,22.3,35.5,311
ID2208,axehead (palstave),"Buildwas, Severn Bridge",England,173,63,22,37,489
ID2207,axehead (palstave),Buildwas (possibly Severn Bridge)?,England,160,58,21,30,381.8
ID3437,axehead (palstave),"Brynaber, Pen-y-garnedd",Wales,143,45,24,33,397
ID11622,axehead (palstave),Bromley Common and Keston (parish),England,126,35.47,24,28.12,300
ID11173,axehead (palstave),Broadway,England,152,63,26,32.5,441
ID11723,axehead (palstave),"Broadstairs (Thanet), New Haine Road (site NHR-EX-22)",England,172,54,24,30,490
ID7790,axehead (palstave),Broad Hinton Down,England,112,45,18.5,28,211
ID5312,axehead (palstave),"Broad Clyst, Southbrook Estate (field near Subhill)",England,162,53,19,34,414
ID2439,axehead (palstave),"Bro Garmon, Cilcennis (lead mine next to Oaklands, SE of Cilcennis Farm, about 2.5 miles S of Llanrwst)",Wales,191,79,25,37,780
ID2187,axehead (palstave),"Bristol, Bath Street (Bristol Bridge)",England,149.4,67.2,24,28.6,424
ID8019,axehead (palstave),"Brighton, Blackrock",England,160,47,21,30.5,282
ID8018,axehead (palstave),"Brighton, Blackrock",England,163,47,19,27,393
ID8017,axehead (palstave),"Brighton, Blackrock",England,157,52,19,27,427
ID8016,axehead (palstave),"Brighton, Blackrock",England,175,65,19,28,493
ID8012,axehead (palstave),"Brighton, Blackrock",England,174,66,21,25,604
ID8013,axehead (palstave),"Brighton, Blackrock",England,193,77,20,32.5,711
ID10783,axehead (palstave),"Brighton (near, South Downs)?",England,171,62.5,20,26,409.1
ID2180,axehead (palstave),Brighton,England,169,70,19,35,528
ID2174,axehead (palstave),Brighouse (parish),England,132.6,44.1,19,21.5,218
ID2172,axehead (palstave),"Bridford, Christow, Scatter Rock Quarry",England,123,39,19,28,255
ID2173,axehead (palstave),"Bridford, Christow, Scatter Rock Quarry",England,129,41,22.5,29,283
ID2164,axehead (palstave),"Brecon, Hay-on-Wye",Wales,177,68,23,32,553.8
ID9363,axehead (palstave),"Brecon, Ffynhonnau, Bishop's Meadow",Wales,167,51,24,35,482
ID9364,axehead (palstave),"Brecon, Ffynhonnau, Bishop's Meadow",Wales,166,55,24,36,454
ID11234,axehead (palstave),Brandesburton,England,144,78.3,23,29.4,345
ID2153,axehead (palstave),"Bramfield, near Castle Yard",England,127.5,47,18.5,26.8,247
ID2151,axehead (palstave),"Bramfield, near Castle Yard",England,135,49,20,29,306
ID2154,axehead (palstave),"Bramfield, near Castle Yard",England,137,50.5,19.5,28.5,306.2
ID2156,axehead (palstave),"Bramfield, near Castle Yard",England,144.5,54,21.5,30.3,354.3
ID2155,axehead (palstave),"Bramfield, near Castle Yard",England,137.7,56.2,23,26.5,337
ID2148,axehead (palstave),"Brambridge, Colden Common",England,156,54,21.5,29,391
ID2146,axehead (palstave),Braintree,England,124,50,23,32,346
ID11638,axehead (palstave),Bow (parish),England,123,39,20,24,210.93
ID2137,axehead (palstave),"Bovey Tracey, Plumley (Harris Estate)",England,148.6,50.3,20.2,35.8,438.8
